Date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,Jagung Tk Peternak,Beras Medium,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Cabai Rawit Merah,Daging Sapi Murni,Daging Ayam Ras,Telur Ayam Ras,Gula Konsumsi,Minyak Goreng Kemasan Sederhana,Tepung Terigu (Curah),Minyak Goreng Curah,,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Garam Halus Beryodium,Tepung Terigu Kemasan (non-curah)
01/05/2023,,"31,6","27,5",84,0,"6,1",3,320,0,C,6.190,11.890,14.740,37.110,32.740,34.760,37.570,135.950,35.750,28.800,14.390,18.090,11.190,14.950,,39.650,36.350,34.320,11.190,13.710
02/05/2023,"24,2","33,6","27,1",85,0,"4,1",4,40,1,C,6.210,11.890,14.690,37.450,32.910,33.990,37.730,136.130,35.520,28.840,14.410,18.100,11.180,14.930,,39.700,35.790,35.210,11.200,13.750
03/05/2023,"24,2","33,4","26,3",90,"11,6","7,5",5,30,1,C,6.220,11.890,14.710,37.850,33.170,32.980,36.700,136.100,35.230,28.840,14.410,18.090,11.140,14.960,,39.870,36.230,35.290,11.180,13.720
04/05/2023,"24,2","32,5","26,8",88,"68,1","4,8",6,160,1,C,6.210,11.900,14.730,38.150,33.390,32.660,36.320,135.880,35.270,28.890,14.420,18.130,11.150,14.980,,39.770,36.040,35.030,11.330,13.740
05/05/2023,"24,6","33,8","27,3",86,8888,"5,5",4,270,1,C,6.220,11.870,14.630,38.120,33.390,31.870,35.680,135.900,34.960,28.840,14.400,18.050,11.120,14.940,,39.400,36.260,34.790,11.220,13.650
06/05/2023,"24,4","33,6","27,3",84,"0,2","7,2",4,190,1,C,6.220,11.890,14.650,38.350,33.670,32.080,36.330,135.850,35.100,28.940,14.410,18.120,11.160,14.940,,39.620,36.350,34.790,11.270,13.730
07/05/2023,"23,6","32,8","26,5",90,,"4,4",3,120,1,C,6.140,11.860,14.580,38.360,33.590,31.660,36.220,135.740,35.000,28.970,14.380,18.030,11.130,14.870,,40.010,36.330,35.150,11.370,13.710
08/05/2023,"23,8","31,7","26,3",90,"58,8","4,8",2,320,0,C,6.260,11.870,13.860,39.040,34.140,32.240,36.760,135.550,35.170,29.070,14.410,18.080,11.140,14.970,,39.860,36.360,35.100,11.190,13.710
09/05/2023,"23,2","32,6","28,2",80,"26,9","3,3",2,80,0,C,6.250,11.890,13.700,38.800,34.240,32.300,36.660,135.840,35.000,29.050,14.420,18.020,11.130,14.950,,39.820,36.310,35.140,11.230,13.710
10/05/2023,"23,1","33,6","28,3",80,0,"6,9",4,360,1,C,6.260,11.880,13.540,39.160,34.510,32.680,37.100,135.460,35.060,29.110,14.420,18.050,11.160,14.980,,39.770,36.430,35.080,11.380,13.710
11/05/2023,"24,2","31,4","26,8",86,,"8,5",5,60,1,C,6.280,11.870,13.520,39.040,34.920,32.720,37.560,135.490,35.140,29.220,14.430,18.020,11.160,14.980,,40.060,35.980,35.250,11.210,13.740
12/05/2023,"24,4","33,2","28,4",76,,"3,9",7,45,2,C,6.250,11.870,13.430,39.010,35.100,32.900,37.260,135.590,35.310,29.380,14.420,18.050,11.150,14.970,,39.640,36.440,34.410,11.360,13.700
13/05/2023,24,"34,6","26,7",87,,"10,5",3,330,1,C,6.270,11.880,13.370,39.130,35.360,32.790,37.650,135.550,35.430,29.450,14.430,18.040,11.160,14.990,,39.790,36.360,35.040,11.250,13.730
14/05/2023,"22,6","34,3","27,5",74,"12,8","7,9",2,50,1,C,6.280,11.880,13.350,38.910,35.480,32.790,37.350,135.950,35.470,29.540,14.430,18.020,11.150,14.960,,40.160,36.060,35.240,11.320,13.690
15/05/2023,"22,4","32,6","26,9",79,0,7,3,50,1,C,6.290,11.870,13.370,38.890,35.630,33.000,37.310,134.880,35.590,29.870,14.440,18.000,11.150,14.980,,39.920,35.370,35.230,11.380,13.760
16/05/2023,"22,8","33,4","27,2",74,,"8,7",3,300,1,C,6.300,11.880,13.320,38.770,35.830,33.360,37.910,135.340,35.780,30.000,14.450,18.050,11.130,14.960,,39.880,35.990,35.240,11.260,13.680
17/05/2023,"22,7","33,4","26,8",78,0,"7,8",4,330,1,C,6.280,11.900,13.310,38.760,35.960,33.400,38.330,135.500,36.060,30.160,14.440,18.010,11.150,15.010,,39.650,35.880,34.730,11.290,13.690
18/05/2023,"24,3","31,2","27,1",80,,"8,8",2,320,0,C,6.270,11.880,13.270,38.620,35.940,33.220,37.820,135.340,35.990,30.170,14.430,17.980,11.130,15.010,,39.850,36.120,34.570,11.420,13.690
19/05/2023,,33,"26,8",84,,"1,8",7,40,1,C,6.310,11.890,13.310,38.630,36.090,33.420,38.540,135.020,36.230,30.380,14.440,18.020,11.160,15.000,,39.280,35.750,34.630,11.310,13.700
20/05/2023,"24,4","32,4","27,6",82,"0,2","3,1",4,35,0,C,6.340,11.870,13.230,38.470,36.180,33.330,38.780,135.310,36.340,30.390,14.450,18.010,11.140,14.970,,39.320,35.850,34.930,11.460,13.720
21/05/2023,"24,2","33,2","26,9",86,1,"3,6",3,200,0,C,6.240,11.890,13.240,38.450,36.070,33.180,38.770,135.440,36.260,30.560,14.470,18.000,11.200,14.970,,39.950,36.040,35.340,11.410,13.720
22/05/2023,23,"33,3","26,4",83,3,0,4,310,1,C,6.310,11.900,13.140,38.150,36.320,33.150,40.160,135.600,36.600,30.600,14.440,18.030,11.170,14.960,,39.540,35.790,35.130,11.370,13.700
23/05/2023,"23,9",33,"27,2",79,"1,3","8,9",4,20,1,C,6.310,11.890,13.050,38.070,36.250,33.260,40.250,135.430,36.690,30.650,14.450,17.980,11.140,14.930,,39.270,36.030,34.730,11.380,13.680
24/05/2023,"23,6","32,8",27,82,0,"7,6",2,330,0,C,6.330,11.900,13.040,38.160,36.470,33.330,40.260,135.280,36.910,30.760,14.470,18.020,11.160,14.970,,39.370,35.770,35.140,11.410,13.720
25/05/2023,"23,4",34,"25,9",84,0,"6,5",3,60,0,C,6.290,11.880,13.010,37.810,36.170,33.090,39.770,135.100,36.980,30.700,14.470,18.000,11.130,14.990,,39.640,34.850,34.880,11.380,13.670
26/05/2023,23,"33,2","27,5",80,55,"7,8",3,350,0,C,6.340,11.880,12.990,37.830,36.340,33.050,39.900,135.040,36.960,30.750,14.470,18.060,11.130,14.990,,39.380,35.840,34.990,11.390,13.700
27/05/2023,"23,4","31,3","26,6",87,"26,5","7,1",4,270,0,C,6.330,11.880,12.940,37.900,36.400,33.400,39.970,135.060,37.010,30.700,14.480,18.040,11.130,15.000,,39.530,35.840,34.650,11.360,13.710
28/05/2023,24,"32,4","27,1",82,,"4,7",3,230,1,C,6.310,11.870,13.020,37.880,36.420,33.380,40.000,135.120,37.120,30.760,14.490,18.000,11.140,14.990,,39.320,35.530,34.670,11.400,13.710
29/05/2023,"23,8","32,4","27,1",84,,"8,2",3,190,0,C,6.350,11.870,12.940,37.650,36.550,33.770,40.120,134.990,37.230,30.700,14.480,17.930,11.130,14.970,,39.540,35.840,34.630,11.320,13.680
30/05/2023,"23,9","33,6","26,7",82,0,"5,4",3,40,1,C,6.340,11.860,12.970,37.530,36.620,33.510,40.130,135.340,37.200,30.690,14.490,17.930,11.110,14.960,,39.790,36.000,34.810,11.390,13.730
31/05/2023,"22,1","33,8","27,4",76,"28,8",9,3,340,1,C,6.340,11.850,12.950,37.370,36.690,33.750,40.280,135.420,37.290,30.700,14.480,17.950,11.100,14.930,,39.100,35.870,34.270,11.310,13.710
01/06/2023,"22,4","33,4","26,8",76,,"8,6",4,340,1,C,5.660,12.240,14.430,30.210,35.870,21.900,37.950,136.850,36.260,27.490,14.340,17.610,10.950,14.580,,44.140,37.250,35.750,12.140,13.880
02/06/2023,"23,4","33,8","27,4",81,,"9,5",3,320,1,C,5.840,12.260,14.360,30.490,36.590,21.990,26.830,133.970,36.670,27.360,14.420,17.510,10.900,14.640,,40.570,37.850,36.740,12.330,14.120
03/06/2023,"24,4",33,"27,7",83,8888,8,3,310,1,C,5.730,12.230,14.400,30.540,36.220,21.660,29.590,134.460,35.790,27.060,14.280,17.570,10.900,14.520,,44.140,37.900,37.740,11.590,14.050
04/06/2023,"23,9","32,6","26,6",84,"59,3","5,7",4,350,1,C,5.660,12.280,14.600,30.910,35.980,21.930,38.990,136.380,36.720,27.400,14.340,17.610,10.840,14.570,,43.500,37.820,35.050,12.420,14.340
05/06/2023,"23,8","33,8","26,1",86,"0,3","8,4",3,260,1,C,5.770,12.250,14.280,31.120,36.390,22.150,28.460,134.870,37.160,27.190,14.320,17.670,10.750,14.830,,43.400,37.360,34.910,11.750,14.400
06/06/2023,"23,8","29,4","25,7",91,"34,2","7,4",4,230,1,C,5.790,12.240,14.330,31.100,36.410,22.370,40.000,134.270,37.520,27.610,14.290,17.390,10.870,14.550,,40.530,37.870,34.640,12.600,14.380
07/06/2023,"22,4","32,2","26,7",83,"0,4","0,8",2,190,1,C,5.770,12.260,14.430,30.620,35.520,22.060,31.750,135.760,37.280,27.060,14.380,17.510,10.830,14.490,,40.660,37.650,35.100,11.960,14.310
08/06/2023,"22,6","32,2","26,9",82,"3,5","8,7",4,40,1,C,5.780,12.270,14.610,31.150,36.190,22.260,28.280,136.180,37.350,27.180,14.390,17.790,10.930,14.690,,44.140,38.260,35.140,11.670,14.300
09/06/2023,"22,4","32,8","26,5",81,0,"7,2",6,150,1,C,5.820,12.240,14.370,31.460,36.250,22.290,32.770,135.180,37.380,27.240,14.330,17.750,10.830,14.520,,43.960,37.770,35.290,11.910,14.370
10/06/2023,"22,4","32,4","26,1",86,"13,3","9,4",3,40,0,C,5.830,12.260,14.430,31.480,36.710,22.390,30.130,136.050,37.870,27.340,14.300,17.740,10.860,14.610,,37.170,37.680,35.940,12.090,14.290
11/06/2023,"22,4","33,3","26,8",78,,"8,3",3,360,0,C,5.820,12.280,14.430,31.360,36.650,22.500,30.650,134.920,37.780,27.270,14.270,17.400,10.870,14.600,,44.430,38.020,35.750,11.860,14.360
12/06/2023,"22,6","32,6","27,5",79,,"9,6",4,40,1,C,5.810,12.270,14.410,32.330,36.300,23.380,30.650,134.510,37.800,27.290,14.370,17.780,10.890,14.590,,44.380,37.750,35.330,11.890,14.150
13/06/2023,"23,5","33,4","26,9",84,,"8,6",5,300,1,C,5.820,12.300,14.450,32.230,36.350,22.960,29.590,135.150,37.670,27.290,14.350,17.760,11.090,14.820,,43.860,37.520,35.140,11.840,14.350
14/06/2023,"23,8","31,4","25,4",89,"15,7","5,6",3,340,0,C,5.720,12.280,14.480,32.590,36.650,22.630,37.950,137.600,37.550,27.530,14.370,17.740,10.790,14.480,,44.700,37.760,35.140,12.280,14.080
15/06/2023,"22,1","32,2","27,2",81,"16,5","3,9",5,50,1,C,5.900,12.250,14.340,32.980,37.120,22.560,29.590,134.090,37.390,27.510,14.420,17.780,10.930,14.510,,40.640,37.960,34.930,12.210,14.360
16/06/2023,"24,4",29,"24,5",95,"2,6","6,1",2,160,0,C,5.680,12.200,14.270,32.890,37.040,22.500,30.650,135.900,37.230,27.510,14.410,17.720,10.870,14.490,,43.890,37.290,22.880,12.170,14.340
17/06/2023,"22,4",30,"25,9",86,"10,1",0,4,80,0,C,5.810,12.240,14.630,33.160,36.920,22.900,30.130,135.650,37.390,27.650,14.430,17.910,11.010,14.430,,43.570,38.040,35.140,11.690,14.410
18/06/2023,"23,3","32,4","26,3",86,,"0,4",4,320,1,C,5.830,12.240,14.720,33.480,36.790,23.000,38.990,134.630,37.350,27.770,14.410,17.760,10.790,14.470,,43.650,37.420,34.930,12.410,14.320
19/06/2023,23,33,"25,7",91,"73,7","9,4",2,190,0,C,5.840,12.300,14.570,34.270,36.640,23.220,29.590,135.410,37.640,27.420,14.370,17.750,10.820,14.520,,42.830,37.220,34.910,11.660,14.230
20/06/2023,"22,2","33,4","26,9",80,"15,1","5,7",3,30,0,C,5.840,12.340,14.560,33.640,37.080,23.170,29.590,134.990,37.520,27.380,14.420,17.750,10.830,14.590,,41.680,35.910,29.980,11.970,14.260
21/06/2023,"23,6",33,"26,8",84,,"9,6",4,210,1,C,5.740,12.300,14.410,33.600,36.400,22.880,37.950,137.380,37.450,27.580,14.430,17.730,10.690,14.630,,43.250,37.340,34.210,12.100,14.030
22/06/2023,24,33,"27,7",80,"3,6","7,2",3,180,1,C,6.040,12.350,14.350,33.600,36.550,22.900,29.590,135.710,37.560,27.170,14.350,17.860,10.820,14.520,,42.540,37.270,35.330,11.740,14.210
23/06/2023,24,33,"27,2",83,"14,3","7,7",2,310,1,C,5.730,12.320,14.440,33.820,36.700,22.200,29.590,136.190,37.240,27.870,14.390,17.460,10.710,14.610,,42.900,37.460,35.330,12.200,14.220
24/06/2023,"23,3","32,8","26,7",87,"0,4","7,7",3,200,1,C,5.880,12.300,14.420,33.510,36.970,22.140,37.950,135.080,36.530,27.770,14.380,17.640,10.690,14.570,,42.510,36.870,34.640,12.520,14.240
25/06/2023,23,"32,9","25,7",86,7,"8,9",4,100,1,C,6.060,12.300,14.780,33.700,37.390,22.680,26.830,133.560,37.400,27.550,14.420,17.740,10.790,14.600,,43.260,37.150,34.640,12.280,14.390
26/06/2023,"21,8","32,4","25,9",,1,"6,5",2,360,0,C,5.880,12.290,14.540,33.790,37.950,25.240,25.460,133.230,37.050,27.620,14.410,17.370,10.810,14.440,,44.800,38.230,34.930,12.030,14.220
27/06/2023,"22,4",33,"25,9",84,,8,4,180,1,C,5.720,12.300,14.510,34.110,37.800,26.550,40.250,135.270,37.350,27.770,14.360,17.670,10.680,14.480,,43.490,37.180,35.290,12.280,14.310
28/06/2023,"22,5","33,4","26,8",78,,9,3,70,1,C,5.790,12.310,14.590,34.270,38.450,28.960,30.780,136.480,37.530,27.660,14.360,17.770,10.770,14.440,,43.510,36.740,35.520,12.050,14.260
29/06/2023,23,"32,6","26,5",85,"23,5","9,2",4,360,0,C,5.790,12.350,14.270,34.760,38.680,31.910,40.250,135.240,37.710,27.720,14.410,17.790,10.700,14.570,,44.800,37.260,35.520,12.030,14.190
30/06/2023,23,33,"27,1",82,"16,2","8,9",3,330,0,C,5.900,12.330,14.380,34.330,38.070,30.740,32.010,134.410,37.710,27.620,14.400,17.700,11.180,14.480,,44.020,37.310,35.140,11.780,14.290
01/07/2023,"25,2","33,6","29,3",73,,"8,3",7,130,3,SE,6.310,11.870,12.880,38.570,38.260,36.090,43.050,157.740,33.190,27.230,14.940,18.740,11.280,13.590,,47.220,36.020,37.410,14.110,14.600
02/07/2023,"25,4",34,"29,1",72,0,"8,2",6,140,3,SE,6.310,11.890,12.930,38.680,39.970,37.650,43.240,157.110,34.680,27.610,14.840,18.530,11.310,13.630,,45.620,36.690,36.840,13.660,14.560
03/07/2023,"25,4","33,8","28,8",72,0,"8,4",5,70,2,NW,6.310,11.880,12.900,38.720,39.470,38.200,42.380,155.860,34.520,27.340,14.950,18.400,11.440,13.790,,46.780,36.140,37.740,13.770,14.770
04/07/2023,"25,6","33,5",29,71,0,5,6,190,3,E,6.350,11.900,12.970,38.690,40.100,38.410,41.690,154.850,33.790,27.130,14.990,18.660,11.300,13.630,,46.780,36.200,36.570,13.770,14.860
05/07/2023,"25,2","33,6","28,7",75,"12,5","6,3",6,150,3,SE,6.300,11.850,12.910,38.520,40.510,38.710,40.770,154.850,33.920,27.330,14.990,18.320,11.540,13.530,,46.640,36.700,36.900,13.800,14.820
06/07/2023,"25,5","34,6","29,3",71,0,"8,5",6,150,3,SE,6.320,11.890,12.970,38.470,41.050,38.820,40.860,153.860,33.710,27.630,14.990,18.240,11.450,13.860,,46.250,37.020,36.490,13.670,14.920
07/07/2023,26,"32,4","27,7",80,,"8,3",5,100,3,W,6.330,11.890,12.960,38.450,41.680,38.420,39.880,153.740,33.840,27.200,14.870,17.790,11.380,13.910,,47.720,38.350,38.230,13.560,14.860
08/07/2023,"25,2","29,8","27,3",85,"34,5",1,5,140,2,SE,6.300,11.890,12.960,37.930,41.490,36.920,39.350,154.060,33.040,27.060,15.010,18.370,11.270,13.560,,47.920,37.560,37.120,14.050,14.870
09/07/2023,"24,8","32,6","28,5",78,"3,8","0,6",8,160,4,SE,6.300,11.890,12.930,37.940,41.220,37.100,39.420,153.670,33.170,27.100,15.010,18.140,11.410,13.590,,48.710,37.750,37.950,13.710,14.870
10/07/2023,"25,8","32,8","28,9",77,0,"8,7",7,120,3,SE,6.330,11.910,12.970,37.760,41.900,36.190,39.170,153.860,32.900,27.240,14.930,18.170,11.300,13.590,,48.110,37.610,37.380,13.670,14.870
11/07/2023,25,"33,4","28,3",71,0,"8,8",5,120,2,SE,6.350,11.920,12.970,37.340,41.340,36.620,38.790,153.740,33.050,27.350,15.000,18.170,11.250,13.530,,47.300,35.800,37.820,13.660,14.810
12/07/2023,"24,2","32,8","27,7",69,0,"4,8",3,330,2,E,6.360,11.910,12.970,37.140,40.860,36.380,38.360,154.060,32.730,27.400,14.970,18.090,11.230,13.490,,47.810,36.350,37.710,13.620,14.870
13/07/2023,25,"33,8","28,8",72,0,"8,7",6,140,2,SE,6.330,11.910,12.990,36.630,40.480,35.490,37.970,154.360,32.480,27.260,14.840,17.870,11.260,13.590,,47.090,36.790,37.560,13.710,14.870
14/07/2023,"25,6","33,4","28,8",75,0,"4,3",7,130,3,C,6.350,11.920,12.990,36.210,40.860,35.930,37.870,154.890,33.320,27.170,14.920,18.060,11.290,13.690,,45.780,36.860,37.660,13.670,14.730
15/07/2023,"24,6","33,2","28,5",72,0,"8,5",6,120,2,C,6.310,11.890,12.900,35.950,40.250,34.840,37.390,154.290,33.260,26.970,14.820,17.820,11.290,13.730,,45.970,36.260,37.530,13.900,14.860
16/07/2023,"24,6","32,4","27,8",71,0,"7,9",7,130,3,SE,6.290,11.870,12.950,35.720,40.750,35.580,37.000,154.850,33.410,27.060,14.920,17.860,11.190,13.650,,45.250,35.570,37.380,13.940,14.780
17/07/2023,"23,2","32,6","27,3",68,,"8,5",7,140,3,SE,6.310,11.920,12.960,35.220,40.330,36.450,37.630,154.360,32.910,26.790,14.970,18.170,11.390,13.590,,45.890,35.860,36.920,13.780,14.870
18/07/2023,"23,6",34,"27,2",72,0,9,9,150,4,SE,6.320,11.920,12.970,34.760,40.320,36.040,37.470,154.590,33.020,26.860,14.970,18.010,11.370,13.570,,45.060,35.680,37.710,13.730,14.910
19/07/2023,"23,8",33,"28,2",68,0,"8,7",7,140,3,SE,6.270,11.890,12.950,34.360,39.790,36.200,36.950,154.360,32.640,26.920,14.970,18.170,11.390,13.630,,44.850,35.990,36.070,13.780,14.870
20/07/2023,23,"32,9","26,9",68,0,"8,7",6,120,2,C,6.310,11.920,12.970,34.150,40.540,35.140,37.830,154.360,32.410,26.920,14.980,18.170,11.390,13.810,,44.180,34.620,35.000,13.780,14.870
21/07/2023,"22,8","31,8","27,2",67,0,"8,8",5,100,2,SE,6.300,11.890,12.920,33.600,40.890,35.560,37.580,154.060,32.590,26.960,14.980,18.130,11.370,13.620,,44.310,36.110,35.850,13.730,14.870
22/07/2023,"23,2","32,8","27,2",68,0,"8,8",8,140,4,SE,6.310,11.890,12.940,33.300,40.520,34.680,37.630,154.360,32.320,26.950,14.980,18.170,11.510,13.630,,44.090,35.420,36.060,13.780,14.870
23/07/2023,"23,6",33,"28,1",70,,9,5,150,3,SE,6.300,11.910,13.000,33.300,39.940,34.410,37.770,154.360,32.400,26.920,14.980,18.070,11.530,14.000,,44.990,35.970,35.880,13.730,14.820
24/07/2023,"24,6","32,2","28,1",70,,8,6,130,3,SE,6.330,11.930,13.040,32.890,40.570,34.910,38.650,155.400,31.770,26.960,14.980,18.230,11.380,13.540,,44.340,35.430,36.390,13.820,14.960
25/07/2023,"25,6","32,6","28,8",77,0,"8,6",8,100,4,SE,6.330,11.910,12.930,32.350,40.410,34.730,38.550,154.360,31.670,26.990,14.940,18.250,11.350,13.590,,45.190,35.400,36.640,13.780,14.830
26/07/2023,25,33,"27,8",71,0,"6,3",5,120,2,SE,6.320,11.930,13.000,32.100,40.750,33.440,39.450,154.290,31.510,27.150,14.880,18.170,11.340,13.570,,46.120,35.660,36.710,13.510,14.770
27/07/2023,"23,8",33,"27,7",65,0,"7,6",6,110,3,SE,6.350,11.920,13.010,31.660,40.360,32.760,39.810,154.850,31.210,27.050,14.840,18.280,11.260,13.710,,44.080,34.700,35.750,13.710,14.870
28/07/2023,"23,4","32,2","27,1",67,0,"8,2",5,170,2,SE,6.400,11.950,13.000,31.540,40.270,32.810,40.290,154.360,31.150,27.100,14.850,18.280,11.260,13.630,,43.430,34.920,35.060,13.710,14.870
29/07/2023,"23,2","32,2","27,2",68,0,"8,3",7,130,3,SE,6.370,11.940,12.990,31.470,40.260,33.320,40.410,154.590,30.990,27.130,14.880,18.150,11.310,13.610,,43.170,34.420,35.760,13.670,14.780
30/07/2023,"22,8",32,"27,3",65,0,"8,4",9,150,4,SE,6.360,11.940,12.970,31.300,39.870,32.590,40.640,154.350,31.280,27.030,14.890,18.250,11.350,13.830,,44.440,34.640,35.840,13.780,14.870
31/07/2023,"22,8","33,2","27,4",69,0,"8,5",7,150,4,SE,6.410,11.920,12.980,30.960,39.990,31.610,41.500,154.860,31.170,27.030,14.890,18.130,11.420,13.630,,45.020,34.860,34.820,13.650,14.820
01/08/2023,"23,8",33,"29,1",70,0,"8,6",10,140,4,SE,5.880,12.160,11.520,24.290,37.300,29.990,40.530,116.380,43.540,29.990,14.000,17.990,11.530,15.490,,40.430,33.520,38.690,13.140,12.240
02/08/2023,"25,4",34,"29,2",75,,"8,3",6,100,4,SE,5.810,12.160,11.520,24.290,37.300,29.320,39.720,116.380,43.040,29.880,14.000,17.660,11.420,15.380,,40.430,35.010,38.690,13.140,12.240
03/08/2023,26,"33,8","29,1",74,0,"8,3",8,150,4,SE,5.880,12.160,11.520,24.510,37.510,28.430,38.770,116.380,43.040,29.880,14.000,17.990,11.530,15.380,,40.430,33.520,36.770,13.140,12.370
04/08/2023,25,"33,8","28,7",70,0,"8,3",7,150,3,SE,5.880,12.160,11.490,24.190,37.400,27.100,37.130,116.380,42.370,29.760,14.000,17.990,11.530,15.380,,40.430,33.520,38.690,13.140,12.240
05/08/2023,24,"33,4","27,8",71,0,"7,7",7,150,3,SE,5.880,12.160,11.490,23.620,37.290,27.100,37.890,116.380,42.170,29.760,14.000,17.990,11.530,15.630,,40.540,34.390,36.770,13.140,12.240
06/08/2023,"24,4","33,4","28,5",70,8888,"9,2",8,140,3,SE,5.880,12.160,11.490,24.410,37.070,27.890,37.060,116.380,41.940,29.760,14.000,17.990,11.580,15.380,,40.430,34.390,36.770,13.140,12.370
07/08/2023,"24,6","33,5","28,1",73,0,"6,8",8,140,4,SE,5.880,12.160,11.490,24.190,36.320,28.600,39.040,116.380,41.700,29.760,14.000,17.990,11.530,15.380,,39.470,24.570,36.770,13.140,12.240
08/08/2023,"24,8","32,2",28,71,,8,7,140,4,SE,5.880,12.100,11.490,23.960,36.740,27.730,39.020,116.380,41.730,29.760,14.000,17.990,11.580,15.690,,39.020,33.390,35.450,13.020,12.370
09/08/2023,"23,8","33,3","27,4",69,0,"8,2",7,140,4,SE,5.930,12.310,11.560,24.980,37.350,31.880,40.370,115.780,40.980,29.860,14.000,18.120,11.590,15.360,,41.690,34.000,37.420,13.270,12.280
10/08/2023,"23,6",33,"27,6",66,,"9,5",7,190,3,SE,5.880,12.270,11.490,24.110,37.310,33.360,41.230,116.380,42.390,29.760,14.000,17.990,11.530,15.430,,39.470,33.390,35.310,13.140,12.240
11/08/2023,"22,8","32,6",27,68,,"7,7",6,150,3,SE,5.880,12.270,11.490,24.360,37.640,33.360,42.770,116.380,42.390,29.760,14.000,17.990,11.530,15.430,,41.690,33.390,37.420,13.140,12.240
12/08/2023,"23,2",33,"27,4",64,0,"7,7",6,140,3,SE,5.820,12.270,11.490,24.970,37.860,33.360,42.880,116.380,42.390,29.760,14.000,18.110,11.530,15.320,,40.690,33.390,35.310,13.140,12.240
13/08/2023,"23,6","32,8","27,8",68,0,8,7,140,4,SE,5.820,12.150,11.490,24.510,37.290,32.160,43.570,116.380,42.390,29.650,14.000,17.990,11.530,15.320,,41.690,33.800,37.080,13.140,12.240
14/08/2023,24,"33,1","27,6",69,0,8,6,130,3,SE,5.820,12.270,11.490,22.470,36.050,29.420,46.500,116.380,42.280,29.820,14.000,17.990,11.530,15.430,,40.430,32.350,37.420,13.140,12.240
15/08/2023,"23,8",33,"27,5",75,0,"7,8",6,120,3,SE,5.820,12.210,11.490,23.520,36.310,30.520,45.520,116.380,41.960,29.730,13.760,18.110,11.530,15.320,,38.030,31.830,34.240,13.140,12.240
16/08/2023,24,"33,3","28,3",62,0,"8,8",5,160,2,E,5.820,12.210,11.490,22.430,35.960,32.910,47.270,116.380,42.060,29.610,14.000,17.990,11.410,15.630,,38.030,32.670,34.790,13.290,12.120
17/08/2023,"23,5","32,8","27,7",68,0,"8,7",7,80,3,C,5.820,12.270,11.490,22.660,35.960,31.910,43.660,116.380,42.060,29.490,14.000,17.990,11.410,15.320,,40.430,32.670,37.420,13.140,12.120
18/08/2023,"22,8","32,6","27,8",65,,8,8,100,3,E,5.820,12.300,11.490,23.020,35.540,31.340,40.720,116.380,41.820,29.610,14.000,17.990,11.410,15.320,,40.430,32.350,35.310,13.140,12.120
19/08/2023,"23,6","33,2","28,7",67,0,"8,9",7,130,4,E,5.820,12.410,11.490,22.900,35.540,33.200,40.330,116.380,41.820,29.490,14.000,18.110,11.410,15.320,,40.360,32.970,37.920,13.140,12.120
20/08/2023,24,"33,4","28,8",66,,"9,5",5,150,2,SE,5.820,12.320,11.490,22.080,35.540,33.090,39.920,116.380,41.820,29.610,14.000,17.880,11.410,15.200,,40.360,32.670,37.920,13.500,12.240
21/08/2023,"24,1","32,9","28,5",69,0,9,7,90,4,E,5.820,12.410,11.490,21.920,35.190,31.530,42.140,116.380,40.930,29.230,14.110,17.650,11.410,15.320,,42.820,33.390,37.920,13.500,12.240
22/08/2023,"24,5","32,6","28,3",66,0,8,6,110,3,E,5.820,12.490,11.490,21.670,35.290,30.000,40.200,116.380,40.710,28.910,14.110,17.770,11.410,15.430,,41.200,33.590,36.470,13.500,12.240
23/08/2023,"23,4",33,28,66,0,"9,8",8,110,3,E,5.820,12.650,11.540,21.440,34.870,31.780,37.850,116.380,40.180,29.990,14.000,17.770,11.300,15.430,,42.340,33.390,38.950,13.500,12.240
24/08/2023,"23,5","32,6","28,3",66,0,"9,9",8,90,3,E,5.880,12.600,11.490,21.160,35.320,33.320,33.770,116.380,39.840,28.840,14.110,17.650,11.410,15.430,,42.340,32.670,37.920,13.500,12.240
25/08/2023,24,"33,8","28,9",68,0,"9,6",6,110,2,E,5.820,12.600,11.490,21.500,35.540,34.510,32.610,116.380,39.740,28.910,14.000,17.770,11.410,15.430,,42.340,31.950,37.920,13.500,12.240
26/08/2023,"24,2","33,8","28,9",61,,"9,2",5,100,3,E,5.820,12.770,11.430,21.480,35.090,36.200,30.270,116.380,40.070,28.650,14.000,17.650,11.410,15.430,,42.340,23.000,37.920,13.500,12.240
27/08/2023,"23,3","33,8","28,7",63,0,"9,5",6,140,3,E,5.820,12.770,11.490,21.250,35.210,34.740,30.500,116.380,39.950,28.650,14.000,17.650,11.410,15.430,,42.340,31.950,37.920,13.500,12.300
28/08/2023,24,"32,5","28,7",66,0,9,8,100,3,SE,5.820,12.770,11.490,20.520,34.260,32.770,28.040,116.380,39.850,28.240,14.000,17.650,11.410,15.430,,39.860,34.280,38.550,13.270,12.300
29/08/2023,24,"33,8",29,62,0,"9,2",7,130,3,C,5.820,12.770,11.490,20.700,34.200,38.820,28.770,116.380,39.640,28.610,14.000,17.650,11.410,15.430,,40.010,34.610,38.690,13.270,12.300
